t_restframe,flux_Jy,flux_unc_Jy,filt
16.632839627700783,0.004264544546602314,2.499810148587127e-05,g
16.678716287091696,0.0032595402779354494,4.370160963164391e-05,i
16.694035288179247,0.0031241439362149235,4.132622676328147e-05,i
17.501571745578236,0.004958789866457085,4.738951844679363e-05,r
17.51280871802522,0.005019658991192888,3.3816145969168294e-05,r
17.513760372569237,0.0050043397056543605,4.3478907480241166e-05,r
17.585310005773767,0.004315897162992426,4.615766814511269e-05,g
17.622197067554655,0.0032433431922619734,5.002042622731621e-05,i
17.625636932949128,0.0030830236630066,5.299149775451571e-05,i
17.648959401836525,0.003261017358455023,3.5901042863893615e-05,i
17.70230059459396,0.004771527105407826,8.250045013534566e-05,r
17.704077887729056,0.004782309238330692,4.925874674755909e-05,r
18.473110580616005,0.005056634399655525,4.994361591552339e-05,r
18.474543808002174,0.005029292697425948,6.697054826718684e-05,r
18.495251951823985,0.005348095791124342,9.188940569196108e-05,r
18.50758967715599,0.0033832877213770818,4.6911708750034057e-05,i
18.526979215282502,0.0032825736547834254,3.868555087511239e-05,i
18.54991174935407,0.004388814087569467,4.199181929616952e-05,g
18.55080614241441,0.004363159981622762,4.4815512493187736e-05,g
18.563705686659446,0.004282304131343176,4.700181224858779e-05,g
20.487623162097712,0.005107602429183489,5.8399068935214566e-05,r
20.488563423763633,0.00525451320467372,6.899323418127139e-05,r
20.527170418011096,0.003885101288180062,2.4217833247654884e-05,g
20.52809918761408,0.00403524541292192,3.355083121151451e-05,g
20.528993580213093,0.003943827213552578,5.044614168728616e-05,g
20.537604735531552,0.003970391363931303,2.325068431934829e-05,g
20.55764783024358,0.003257706228206319,4.63727564344023e-05,i
20.559952565749057,0.0030776591803974305,3.4077616791603515e-05,i
20.576257598384597,0.0032987882058106498,3.783845473032262e-05,i
20.578562333890076,0.0030873166071905865,3.1825113643862754e-05,i
20.642911155143935,0.004884689578154899,7.464158312457882e-05,r
20.650903229604356,0.005046031408324605,4.602630345285881e-05,r
20.693328432814347,0.003988086409650689,3.762925640738547e-05,g
20.693810006117825,0.0038979576414049535,3.495370812253403e-05,g
21.469240856028918,0.005053499409878889,6.076589953030117e-05,r
21.475054309660322,0.004943472766745886,6.385806264621636e-05,r
21.52407273648721,0.003829875171771124,5.01002193321547e-05,g
21.524967029901383,0.0037713017753879747,4.441697229925427e-05,g
21.54687915588232,0.0037760949279480446,5.830719553422446e-05,g
21.588490311287686,0.005045558652206626,6.595923195211143e-05,r
21.629631384991185,0.003259805938872859,3.587458966667601e-05,i
21.650649118373103,0.0032273717850708258,2.6547978919436897e-05,i
21.65296524675668,0.0030101449094375636,3.3895262460443095e-05,i
25.385460887840456,0.004275163938216391,3.11082201471982e-05,r
25.40300427963909,0.004395810246790938,5.330899015800368e-05,r
25.428803467314005,0.002973989422970725,3.7944156662566e-05,i
25.464371824676086,0.0028549482988317002,3.5236245513614165e-05,i
25.49034299563304,0.002863983030260366,4.146472562777591e-05,g
25.502669229363434,0.0027493425359740612,2.5025632690505613e-05,g
25.53072728347692,0.002774696839953263,3.110711843412561e-05,g
25.591418386987357,0.004147461629379379,3.416852073841396e-05,r
26.542833881703547,0.0027922382938044793,3.919372764006978e-05,i
26.603616623701637,0.0029132277736495685,4.719556425325286e-05,i
27.323195185063803,0.004026772568763507,3.832330234764883e-05,r
27.348570160565085,0.003878415867046262,4.2470380479717074e-05,r
27.42510760834862,0.0023399061452754667,3.758306391864627e-05,g
27.45024174737508,0.0022690403614957447,2.9401638537774405e-05,g
27.49007560918403,0.002652252815842894,3.877720595089793e-05,i
27.509809114335944,0.0026130361519233424,3.491501969403716e-05,i
28.317368456675965,0.003725714997464501,2.506853567575786e-05,r
28.33238935980502,0.0036160099037001936,4.768926545575378e-05,r
28.440631087843848,0.002011743620602935,3.0639327071173506e-05,g
29.27804876155832,0.0036109343615668187,4.406949260694062e-05,r
29.29803449560183,0.0036247263931058855,2.0121823030696593e-05,r
29.382220051743033,0.002581955588058294,3.0648258910572095e-05,i
29.404074717870607,0.0025393786481726637,2.3840922934302444e-05,i
29.473594927771966,0.0018699284005231998,3.289292901776861e-05,g
29.475452466977934,0.0018423331707160472,1.4134056057621456e-05,g
29.48530198145949,0.0019169684327213076,2.3701209877383236e-05,g
30.27265773740705,0.0017796753714559561,1.746693601009561e-05,g
30.31518626907598,0.003436941462769442,3.492987540558571e-05,r
30.334736298882923,0.0033764656463423394,2.5278277244492437e-05,r
30.401229264776987,0.0016870154317046924,2.302232094918397e-05,g
30.43834567050844,0.002481092132254754,2.9492179076056967e-05,i
30.46272302367528,0.0024882352315358084,3.2522834535260515e-05,i
31.344217079519698,0.003224747054448554,3.1961100129896725e-05,r
31.37172470759825,0.0032555422336795247,4.778038830412739e-05,r
31.38531228461762,0.0015514587208835763,1.6561039128978198e-05,g
31.405298018661128,0.0014976126470893393,2.2496903763051236e-05,g
31.433550940997684,0.0023895510074022205,2.502306180654798e-05,i
31.452286823815164,0.002386932165692462,2.49054847215419e-05,i
31.553155755698633,0.001470227697303026,1.1452847677884318e-05,g
32.27456897178706,0.0013418173206821693,1.2854854605251237e-05,g
32.33825274439246,0.0030792389848714546,3.120838476917908e-05,r
32.38284517555338,0.0029401086439242424,3.6384904098314676e-05,r
32.40760087182694,0.001350966309003828,1.7619325944292348e-05,g
32.42527037830204,0.002311538478204526,2.504420305364926e-05,i
32.444912145781466,0.0023035387320658788,1.741867361211028e-05,i
32.44835211036078,0.002286598500662518,1.9636194018762112e-05,i
32.509708163334835,0.0012925831390832782,1.0048935789120304e-05,g
32.524832197475796,0.0013112139425352884,1.8031251252229146e-05,g
33.266689835508856,0.0011855404794137707,1.2685777418663864e-05,g
33.3259017438427,0.002835705829937828,1.852421907315645e-05,r
33.32863069152181,0.00298370436981391,2.7420486183623988e-05,r
33.37262682804221,0.0029145124266244027,4.350546312609023e-05,r
33.39097287476737,0.0022760987567557837,2.4003769569175496e-05,i
33.412609788192164,0.0022620729486398394,2.394316541811285e-05,i
33.476305052399184,0.0011669776974327947,1.0548381820376824e-05,g
34.273338438731095,0.002860983479907862,2.1092279889936217e-05,r
34.29722272653152,0.0028156152524942504,3.0864663641518246e-05,r
34.36261493954056,0.0022375262654311923,2.993543229733779e-05,i
34.3799978401201,0.002219045963683361,2.702305822308591e-05,i
34.44490848028698,0.0010886599942199397,1.4676888105148916e-05,g
34.45998664536104,0.0010879402648980908,1.302766083877025e-05,g
35.22642799684695,0.001008248165313724,1.2490714389485562e-05,g
35.26763782455839,0.0026812898282996683,2.0582251061419725e-05,r
35.28977919576637,0.0026768210865583024,2.2057500314020884e-05,r
35.3751687340667,0.0022725910049581806,3.073441957865558e-05,i
35.39486776302981,0.002210482853275058,1.8345013142058993e-05,i
35.437327441967284,0.0009441085439448144,1.4450259942824036e-05,g
37.2654670298365,0.0021537455331493475,2.829984254422737e-05,i
37.273516366241935,0.002174163979778776,2.102961668407968e-05,i
37.29400665725347,0.0020721879613834816,1.576413005146601e-05,i
37.31302924515134,0.0021340270313200643,3.2031207360319906e-05,i
37.37954519517129,0.0008020329174774798,1.2445073465844036e-05,g
37.38094404601482,0.0007788339563668794,8.887720308416239e-06,g
37.39495583520781,0.0007944067389876156,1.0090737801367957e-05,g
37.39765040634428,0.0008021488984556134,7.625865460899383e-06,g
37.492992589676746,0.0023795672539724142,2.5270620428679945e-05,r
37.494437408310695,0.002333130581373583,1.7779315049383724e-05,r
37.53188628900462,0.002415185786659504,2.8484989054460335e-05,r
38.18324045948188,0.0024103957388777754,3.1367252481057965e-05,r
38.234769882915415,0.0007327321881000104,1.124605704126718e-05,g
38.237567683787304,0.0007179425944940513,1.2215244187310931e-05,g
38.26327513378973,0.0007092656141889413,1.1281935660857701e-05,g
38.26376819915615,0.00073035902597394,1.0294802197125543e-05,g
38.276656251338245,0.002072871288579465,2.2642661726579617e-05,i
38.28010760833433,0.0020244165131414298,1.7734375371782136e-05,i
38.30059789980719,0.002090183791106429,2.1377839122723812e-05,i
38.304049256803275,0.0020360514961213915,1.72053539026427e-05,i
38.48931010511396,0.002231085556522015,1.401711361467731e-05,r
38.52200051517943,0.002228280419635669,2.0989160100559453e-05,r
38.52249358054584,0.002123692462475437,1.6503834919832623e-05,r
39.172139211434626,0.0021321616978535116,2.676849868444097e-05,r
39.18709126229355,0.0021497160304681244,2.061887505015357e-05,r
39.23631604894513,0.0006497614612466695,1.627814714470871e-05,g
39.2477020210096,0.000652613049452686,1.0207420084533476e-05,g
39.25090114911409,0.0006667099537818971,1.1019468393926315e-05,g
39.29114783021858,0.0020613390006320683,2.8348081180466385e-05,i
39.314355577768936,0.002038748717876078,2.257469247346397e-05,i
39.33074095519887,0.0019958469088859725,1.846585557112823e-05,i
39.38300427955099,0.0006669009264729512,6.79714465298086e-06,g
39.438157142908814,0.002164777677319521,1.4845163744649961e-05,r
39.458957023941785,0.002162130645230089,2.0759350541821433e-05,r
40.22199278785236,0.002255379297345838,2.4641311486283825e-05,r
40.241152982028304,0.002203555099856491,2.404305884810254e-05,r
40.256632474796284,0.002047097759473325,3.405610497267271e-05,i
40.28079197561418,0.0020259258879011897,2.862914371022628e-05,i
40.37064178739961,0.0006552507701626781,1.0797896414153737e-05,g
40.37292363796406,0.0006017155515438903,1.0542174675741612e-05,g
40.38186726778366,0.0006419529669212477,9.217680052786914e-06,g
41.14643958800066,0.0006049013978551241,1.327762584087117e-05,g
41.1756212799402,0.0006423372460043568,1.1886339566973917e-05,g
41.20877037836812,0.0019061312696850067,3.2053151905908655e-05,i
41.23017794738103,0.001978436653317657,3.167866572811511e-05,i
41.417617317335896,0.001990482589663434,2.15387229847723e-05,r
42.20074214374891,0.0005723419245598488,1.4148379437667073e-05,g
42.22459195582185,0.0005624372091901054,1.2310818803149749e-05,g
42.26228167206794,0.0018675807231125015,1.9313640863546475e-05,i
42.289170121026274,0.0018947206407781889,2.905904094936401e-05,i
42.3488750942652,0.0019358550848705852,2.3270005679376476e-05,r
42.351145452766715,0.0019362019292077566,1.511434766231344e-05,r
42.36333407975771,0.001987141858354182,2.418408684968158e-05,r
44.204453556666365,0.0005472781460343932,1.087087542382625e-05,g
44.24270509228681,0.0017734080118352504,1.9032036162873203e-05,i
44.26470885675539,0.0017118746404448677,2.2161273450528632e-05,i
44.26705946086645,0.001684049715372731,3.1155175113734334e-05,i
44.302639409476306,0.001810951809482575,1.754569629592878e-05,r
44.33113306910285,0.0017356019559287973,1.9867105709347307e-05,r
44.33300210037176,0.0017894737687265466,2.4177756689192668e-05,r
44.34920400245671,0.0018043427110694301,2.3374267659653204e-05,r
44.41377067559819,0.0005566202126917198,1.3259558609714366e-05,g
44.43643948871523,0.0005180196882694983,1.1306963364417237e-05,g
44.46255975847452,0.00046785631530616567,2.246787260310729e-05,g
45.11451012486879,0.0005370487714970581,9.225846260528327e-06,g
45.19320320981679,0.0017334431726603685,2.3827167687236198e-05,r
45.21845197145677,0.001745371557745468,2.0528139568315754e-05,r
45.23443602119278,0.0017267042106219254,2.2714571882965567e-05,i
45.2586184069517,0.0017297907558733246,1.942078159324392e-05,i
45.26096901152408,0.0016385152329894581,1.696725162251724e-05,i
45.27954440266113,0.001643255193508868,1.4344247052451817e-05,i
45.320089181724114,0.00048474475799998516,7.441823157587288e-06,g
45.33509859325156,0.0005056238188293233,6.787670722225819e-06,g
45.33778167232509,0.0005189022163984352,9.023128099494043e-06,g
45.400777511341005,0.0016367935844003457,2.390744853267584e-05,r
46.184177452047976,0.0017322955605216105,2.2229326954971754e-05,r
46.20717883885099,0.0017017622212182784,1.932100459097708e-05,r
46.22851755513245,0.0005286076251013361,1.0285448659390119e-05,g
46.25279167810254,0.0004964454741650408,9.343851340422748e-06,g
46.28805054508935,0.001610162929767148,2.3631933388986996e-05,i
46.28923164276876,0.0016321140316387262,3.1970653157051435e-05,i
46.330040142786274,0.0015830131069939318,2.1122697066400497e-05,i
46.350507450133264,0.0015403978507880943,2.565131657541624e-05,i
47.07242512400488,0.0005023401856334521,6.256753557335199e-06,g
47.097410164229004,0.00049756459490872,7.151085397753768e-06,g
47.17258313863431,0.0016454168679935263,2.6693861622766618e-05,r
47.19233962745078,0.0016011051334533107,2.194569024924593e-05,r
47.214710342609315,0.0015954099916142632,2.9942470019554455e-05,i
47.24078464411686,0.0015199774945329092,2.9367726263550373e-05,i
47.24422460869617,0.0015166464876394266,2.334298529218563e-05,i
47.262272557924156,0.0015032210973915522,2.959689288633361e-05,i
47.3200167622217,0.0004775452082300369,5.870909535544887e-06,g
47.33914248067016,0.00047854716975922795,7.904413423920121e-06,g
47.38371202689004,0.001538375652217778,2.4471864702228877e-05,r
48.193312383781006,0.00047434026275889875,5.735211760957033e-06,g
48.21085587476448,0.0004744833957739739,6.71132142092202e-06,g
48.252352308371485,0.0015351811729038013,2.376048330412526e-05,i
48.27906877358645,0.0015405810032452297,2.167140203089122e-05,i
48.34613514964133,0.0015397932937862393,1.2168253118631335e-05,r
48.37046663374126,0.0015395705537898966,2.2448667260521545e-05,r
48.370948207044734,0.0015205302663362568,1.180511307498311e-05,r
49.04856015437452,0.0004900017295717307,7.263646040792596e-06,g
49.06931406761707,0.0004682801138019095,6.7159496707728374e-06,g
49.1614113534243,0.0015087631883596152,2.2291132290187896e-05,i
49.18223411939831,0.0014781092643904755,1.756205078292284e-05,i
49.28377959199317,0.0015039899376083396,2.0870667508727876e-05,r
49.32940402203117,0.0014679034140371774,1.769321239991844e-05,r
50.1199932830872,0.00146162554535333,1.4868828977669613e-05,r
50.14636578173807,0.0014541819029174514,1.8626041219638367e-05,r
50.16817457879874,0.0014252741407339486,2.1288266921188135e-05,i
50.21307659998109,0.0014176307002031349,1.74121755033426e-05,i
52.106860728935786,0.0004307452791083731,4.654927254243346e-06,g
52.157828333456294,0.001291531343865101,1.540590692847574e-05,r
52.15832139882271,0.0013331842078367327,1.3857687710328644e-05,r
52.17286062992477,0.0013066003313968002,1.7680438343259063e-05,r
52.19630921348862,0.001281671085030067,1.8337888781984717e-05,r
52.21446039245204,0.00043023154998637604,5.342226034498297e-06,g
52.238929482830045,0.00042027447759948095,5.2854477243168735e-06,g
53.11276403790002,0.001294549104143119,1.4543588243876279e-05,r
53.14056976439841,0.0012744050851985645,2.0199111089081145e-05,r
53.16311246283898,0.0012426354315007992,1.1929737141550288e-05,r
53.18707699624896,0.0004187819824688855,6.666799736376576e-06,g
53.188510322819965,0.00042631891806106854,5.007737469482987e-06,g
53.202304260125345,0.0004275163110924587,7.027671956294827e-06,g
53.23036231423883,0.00042857147143857154,6.6717903746322985e-06,g
54.07500368530633,0.0012457582486560925,1.2687731190343858e-05,r
54.13138341576432,0.00040504344056185247,6.10916415375498e-06,g
54.15328405014364,0.0004390375865008977,7.0341227607754245e-06,g
54.17753528817269,0.00041440153166586835,5.699493037827781e-06,g
54.21454846463004,0.001217864860186523,1.734776296110985e-05,r
54.215947315012244,0.0012335250634257402,1.9120507723447246e-05,r
54.231862512478116,0.0011928449270327257,1.3911560384967628e-05,r
57.977647532976604,0.0011150621807410944,1.1225977152623276e-05,r
57.99303528807209,0.0011242594034780408,1.6338276181382677e-05,r
58.054311194621434,0.00035505972942985654,5.600473820538584e-06,g
58.077278105696976,0.00038018899134174697,6.6440436534275374e-06,g
58.09399595808938,0.0010751848511934873,1.573048677357035e-05,i
58.11668775533229,0.00104073129566273,1.0760604496347949e-05,i
58.985018545515814,0.0010708801595967256,1.1802545345005622e-05,r
59.00329573997085,0.0010456952773569429,1.3930490265647409e-05,r
59.02559770158277,0.0003649318399705318,6.5659109591680926e-06,g
59.04621410727077,0.00036904798431699576,7.165648681659689e-06,g
59.083307529337674,0.0010051603353908483,1.2411051172670012e-05,i
59.10898060233612,0.0010153914275636338,1.2236259209686514e-05,i
59.97569459106499,0.0010252982457645407,1.199848038578906e-05,r
59.99769835553357,0.0010285878831794617,1.1412775475792732e-05,r
60.05175046554504,0.0003771031911763601,8.32358488433112e-06,g
60.076173687317464,0.0003793304024324651,5.052935616724267e-06,g
60.12105272437394,0.0009776777129332198,9.46179382893332e-06,i
60.141038458417455,0.0009604649246026425,1.0885879148734245e-05,i
60.2437994056957,0.0009848784179802476,1.0874833635803686e-05,r
61.07015209024523,0.0009394288985495164,1.1843854210093103e-05,i
62.05952092343853,0.0003641126844414374,5.273746776597355e-06,g
62.105569566111484,0.0009062226254871801,9.56880798973101e-06,i
62.11875581543691,0.0008917847557050025,9.27166545672951e-06,i
62.946518842892914,0.0003702256507646281,1.188237510121133e-05,g
62.97103380233783,0.0003661814117357244,8.64215664547835e-06,g
63.072602159873725,0.0008631082155291329,1.028109070747699e-05,i
64.94552904712693,0.0008489333181931264,1.1056260872861721e-05,r
64.97613257403587,0.0008208875604913933,9.554545422812506e-06,i
64.98656689109501,0.000823367796440306,7.559777766797283e-06,i
64.99001824855242,0.0008031062023253524,7.294669125308903e-06,i
65.07172708544478,0.0003549311852675741,7.56081940928644e-06,g
65.07444454152227,0.00033178061480494615,5.558777200971994e-06,g
65.09784725601922,0.00033192734433009816,4.935119226261374e-06,g
65.96179791960368,0.00034565090115560714,6.072813650569292e-06,g
65.98065991663628,0.00034143427392454814,5.582618410259649e-06,g
65.9930321181571,0.0008341472870059114,1.233630459785962e-05,i
66.02298198929569,0.0007948267894796847,1.0932816021657094e-05,i
66.10603241508657,0.0008334752454742937,9.477298106103885e-06,r
66.10696118468955,0.0008543424432431145,9.472959626484342e-06,r
66.12796742600854,0.000837199952398475,1.005155997045233e-05,r
66.12933190030942,0.000806972674330188,1.0053997916525777e-05,r
66.20747465840734,0.0003248208564732542,4.059271549625452e-06,g
66.24375403220829,0.00034129701012835205,5.532945100561808e-06,g
66.90742294435302,0.0008220230696741524,8.554250173526104e-06,r
66.9312498710236,0.0008315453752549529,1.2931782373656351e-05,r
66.97459245095847,0.00034033182379705903,7.10820638446761e-06,g
66.98863861715544,0.00034596263885334637,6.676269582427533e-06,g
67.03520330885935,0.0008035494167485125,1.6620016467548526e-05,i
67.06832942362273,0.0007757974460207027,1.3872698021323993e-05,i
67.90235300182479,0.0003302033643135188,8.34994148935849e-06,g
67.91775224898322,0.0003077393783238796,1.9075532514889592e-05,g
67.94193463428083,0.0006243591782535483,5.093978279409384e-05,i
67.95931753532167,0.0007548962512123472,1.1480212762397046e-05,i
68.02404469968226,0.000792640152110375,9.595986937849598e-06,r
68.04087727341171,0.0008159289338564163,1.0969304597514613e-05,r
68.89446237348365,0.00034988327228201513,9.77139941444489e-06,g
68.91275106000161,0.0003309788749354322,8.215084838363909e-06,g
68.947906697253,0.0007185773021452433,1.0263082114972831e-05,i
68.97094246105999,0.0007301472664890409,1.0705387595628602e-05,i
69.03470657799846,0.0007653671037878781,1.5171515103286487e-05,r
69.03564674047955,0.0007165026944205654,1.3150304993344592e-05,r
69.0580519318269,0.0007496252650008825,1.3250571409936705e-05,r
69.07809502653892,0.0007626649761939549,1.2297606764677742e-05,r
69.12386845665573,0.00031129374857579453,1.4513924870252882e-05,g
70.95547079439913,0.0006670936700639267,4.885396184543593e-05,i
70.97630505243609,0.0006453878317729006,4.88138429437812e-05,i
70.97974491783056,0.0006463269776397944,1.7793451614676906e-05,i
1.2077791955623205,0.00031451612660263043,0.022898318066016887,UVW2
1.2709850604360469,0.0003082259482701895,0.022379159389463416,UVW2
3.052142183477212,5.525347879742809e-05,0.007831592796994389,UVW2
3.255926609867755,4.8823979609010084e-05,0.00784093068413362,UVW2
3.8347853378271957,4.491613282275507e-05,0.00561247985770701,UVW2
4.787727679814575,3.929809870358788e-05,0.005376634167330845,UVW2
7.979227580745475,3.971823947246133e-05,0.005629852239235379,UVW2
9.754341509811312,6.735646839357831e-05,0.007521986278015334,UVW2
14.091175272442381,8.360084349220749e-05,0.00970050938826677,UVW2
15.701240657822037,8.119430178123604e-05,0.00786341691838334,UVW2
18.701438795325107,6.358853085966284e-05,0.008808435071385172,UVW2
20.93742056667944,4.0904944507325236e-05,0.007247529734562403,UVW2
24.283269585898882,4.054998756298792e-05,0.007103884830567814,UVW2
26.45703617991324,3.120847816943186e-05,0.005433835466278392,UVW2
42.53034705766155,2.0090317935261586e-05,0.006003531548527496,UVW2
1.2030238953887924,0.00046008311365149297,0.030610729839514652,UVW1
1.2662297602553103,0.0003914192141954735,0.02757517385864297,UVW1
3.0483775708374345,0.0001043529492624713,0.012911766197912788,UVW1
3.252558272247244,9.965422850675373e-05,0.013373962145367922,UVW1
3.830921656436205,8.52493641328097e-05,0.008941611470760107,UVW1
4.784260273435642,0.00010075641597073112,0.009995590717743176,UVW1
7.973184386770146,0.00016758686266536547,0.013915248942287989,UVW1
9.748397384587197,0.00021464650645714188,0.016327884675531312,UVW1
14.119310798500313,0.0002470717716697821,0.018974510655692625,UVW1
15.697575113933471,0.00025789610864280306,0.01737999602100651,UVW1
18.698070457704596,0.00023069442708824786,0.020855055068994488,UVW1
20.934151297802934,0.00015861416602066413,0.01707765464087073,UVW1
21.5353004953474,0.00011953083454082993,0.02478834391949937,UVW1
24.279802179512743,0.00013365648745249705,0.01507351437073158,UVW1
26.451785535962024,0.00011043059662465254,0.011869574846850438,UVW1
42.52727592629468,2.5926618247252474e-05,0.00860490170825267,UVW1
1.212633564494265,0.0003934512142656306,0.024899884452215387,UVM2
1.2746506043246093,0.0003224488159033512,0.02823273780041588,UVM2
3.0567984149067335,6.496008185902832e-05,0.007548616429543242,UVM2
3.260087497526799,6.982604916800512e-05,0.008309566164415656,UVM2
3.8395406380079287,4.1163346936601455e-05,0.004773058388646129,UVM2
4.791690429963985,4.404716229106627e-05,0.0052172902078301345,UVM2
7.98675680602503,4.553003400001562e-05,0.005361895936714232,UVM2
9.761771666339655,6.395525010479293e-05,0.006335484497652241,UVM2
14.095930572623116,7.251497681306767e-05,0.007918254116934531,UVM2
15.70589688924435,7.709156956867239e-05,0.0064493175540461245,UVM2
18.705698751735362,6.736295378040101e-05,0.007989945878184739,UVM2
20.941581454331274,4.579154286762314e-05,0.0065780648572951635,UVM2
26.463475648900623,2.3420690277210624e-05,0.004358267684102128,UVM2
42.533517257779636,1.1340428359393314e-05,0.005390977195559121,UVM2
